StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent Form,prolific_id,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,comp_check_control,Q14_First Click,Q14_Last Click,Q14_Page Submit,Q14_Click Count,comp_check_inocul,Q16_First Click,Q16_Last Click,Q16_Page Submit,Q16_Click Count,text,politic
05/08/2024 6:50,05/08/2024 7:00,IP Address,212.116.254.97,100,625,TRUE,05/08/2024 7:00,R_5fdSgTisKbwMCAm,,,,,39.0469,-77.4903,anonymous,EN,I consent to my participation in the study,646774e0f86825ab62c37581,,,,,,174.576,177.081,276.967,2,Differences in political opinions has destroyed democracy and brought attacks on families.,8.086,279.3,302.876,5,"Abortion is the terminating of pregnancy due to reasons best know to these women. . In states where abortion is legal, several classes of restrictions on the procedure may exist, such as parental consent or notification laws, requirements that patients be shown an ultrasound before obtaining an abortion, mandatory waiting periods, and counseling requirements.",Democract
05/08/2024 6:54,05/08/2024 7:00,IP Address,217.180.232.22,100,381,TRUE,05/08/2024 7:00,R_5asRINDsI1snKJb,,,,,41.9014,-88.7515,anonymous,EN,I consent to my participation in the study,6632932cd2153d0c8d294c5d,4.337,148.388,149.713,4,this video described how the House and Senate come to an impasse and can't get bills passed.,,,,,,2.35,174.471,182.864,4,"The government has no right to restrict Americans' access to healthcare. Abortion is a medical procedure carried out by doctors and a medical team. Regardless of circumstances, a medical procedure should be the decision of a patient and their medical care team. 
A woman or family should not be forced to raise a child that is a product of rape. How horrific and inhumane a practice this is!",Democract
05/08/2024 6:50,05/08/2024 7:00,IP Address,135.26.170.18,100,634,TRUE,05/08/2024 7:00,R_62fk9yAUU22sZop,,,,,39.3936,-88.9574,anonymous,EN,I consent to my participation in the study,581e0aee4182b600017307ea,11.185,102.853,111.801,9,This is a explanation of how Congress works.,,,,,,1.618,450.311,451.52,14,I think abortion should be legal for a limited amount of time in the form of day after pills and short term abortion. This gives a woman and her partner a choice whether they can take care of the child . After a certain time abortions should only be allowed based on more extreme circumstances. Now states have the power and people can  travel to other states if their state does not perform the abortion.,Independent
05/08/2024 6:55,05/08/2024 7:00,IP Address,24.55.43.185,100,297,TRUE,05/08/2024 7:00,R_7nb8NXjmwMmPM09,,,,,30.2971,-97.7862,anonymous,EN,I consent to my participation in the study,63f3e75e0787bb42195e1e4c,,,,,,90.864,90.864,123.895,1,"""Hate Pushers"" focus on our differences and try to divide us.",2.133,23.355,139.796,2,"I have mixed feelings about abortion. As a Christian, I respect the right to life. However, I do believe there are instances when abortion is necessary  - the ""exceptions"". Also, I'm pretty sure if my fetus died I would really want to have it removed so I could grieve, and then try for another baby. And if I had ""gotten in trouble"" as a teen, I would have wanted an abortion, even though I might have felt it was immoral.",Independent
05/08/2024 6:56,05/08/2024 7:00,IP Address,199.59.102.58,100,287,TRUE,05/08/2024 7:00,R_3BsTvclwUbXNP2v,,,,,35.0812,-92.4722,anonymous,EN,I consent to my participation in the study,663d4a35c21fab23192cf114,88.948,90.082,106.577,2,A quick summary of what congress is and it's two main departments.,,,,,,1.3,111.983,167.266,3,"I believe that many states are going the wrong way in banning or making it nearly impossible to have an abortion. This is a right that many women have fought for and deserve. Several states have made this difficult and have not taken into consideration that women should have the right to their bodies. I blame the House and Senate less then the Supreme Court, as it has rolled back decades of previous law and opened states to make their own choices in regards to abortion.",Democract
05/08/2024 6:44,05/08/2024 7:00,IP Address,174.173.113.195,100,992,TRUE,05/08/2024 7:01,R_6VpSVouYmzs7Yea,,,,,40.0345,-75.1193,anonymous,EN,I consent to my participation in the study,6634f6c204ff920d50bc64a0,93.241,203.064,217.829,4,"The video explains the function of the Congress in the government of the United States, and how laws are passed. ",,,,,,4.002,652.236,676.3,14,"I believe that abortion should be legal, and freely available to US residents. The only parties that should be involved in if an abortion takes place should be the individual considering having an abortion, and medical professionals. Religious leaders and politicians shouldn't have a say on an individuals personal healthcare decisions. This should be a basic right that is protected legally. Unfortunately the legal right to an abortions was protected constitutionally until recently. To have this reinstated is extremely important. What other constitutionally protected activities of the present could be taken away in the future? The efforts of politicians, activists, and everyday citizens need to be combined to make positive change. The time that is being lost can never be returned.",Independent
05/08/2024 6:50,05/08/2024 7:01,IP Address,24.182.87.24,100,634,TRUE,05/08/2024 7:01,R_7BDZ38wWM8TVE9r,,,,,36.3966,-78.9933,anonymous,EN,I consent to my participation in the study,65c10c2abe42175a96e3ef2f,105.355,145.252,145.891,5,The avenues that bills in government are passed.,,,,,,5.401,405.844,410.387,5,"My view is that it is a woman's choice. I am Pro-life for me and Pro-Choice for anyone else. That fact that they are speaking of banning mifepristone and not Viagara is a slap in the face. It takes two people to conceive and men are not in charge but contributors to the need for a choice.  I have had a sibling who was SA'd at the age of 12, this went on without her parents' knowledge and was only discovered because she passed out in gym class and was bleeding from a miscarriage. She had a hysterectomy at 12 because her uterus tore. So what would have saved her life would have caused her death if that was considered an abortion? She sacrificed not her ability to conceive by choice but force. ",Independent
05/08/2024 6:56,05/08/2024 7:01,IP Address,24.112.251.248,100,253,TRUE,05/08/2024 7:01,R_5QPXCMW7ooNsV8d,,,,,40.7507,-80.1034,anonymous,EN,I consent to my participation in the study,6627f4487b8bd8d14031349a,,,,,,1.855,120.703,121.189,8,"How when people are divided, it can cause tension, but to remember your similarities and don't let hate win.",1.139,72.529,114.626,6,"I believe that abortion should be legal in the USA. I believe the government should not have a say in a women's right to chose. While I do believe there should be some sort of term restriction, I think that can be left up to health insurance and medial professionals. I find it insane that the government has any say in a MEDICAL procedure. To take away this medical procedure is dangerous and wrong. There are times where this could be considered a life-saving procedure for the mother.",Republican
05/08/2024 6:56,05/08/2024 7:01,IP Address,64.222.132.120,100,316,TRUE,05/08/2024 7:01,R_5fvM3HJBQ2PrR8u,,,,,43.745,-70.9092,anonymous,EN,I consent to my participation in the study,64d62014cc29ce3b13fa6899,89.681,89.681,113.42,1,It described the different offices of government and how they pass laws.,,,,,,2.883,99.621,148.545,2,As a male I do not feel I should have any voice in the matter. I do not personally agree with abortion but it is not my right to choose what is done with someone elses body. I think people should do what they want with the body they are given. Some people make poor decisions but again that is not my concern. I fail to understand what religion has to do with it as well. ,Republican
05/08/2024 6:51,05/08/2024 7:01,IP Address,204.111.114.23,100,621,TRUE,05/08/2024 7:01,R_1G2OyqBwmhMMNxO,,,,,37.2555,-80.0531,anonymous,EN,I consent to my participation in the study,5aea56160335e200019ea543,17.371,120.694,217.15,4,"Since we are a republic and not a democracy, we elect representatives to the House adn Senators to the Senate. Each of these must reveiw and pass laws based on their constituents wants and needs. but the House can block the Senate and the Senate can block the House. And the President can block a final passing.",,,,,,5.245,352.207,357.415,10,"Abortion, as the name implies, is the act of a baby being ""aborted"" from the mother womb through the external and knowing actions of a practitioner. Abortion is actually legal in many states which in a free and civilized nation seems monstrous as upwards of 60 million babies have been killed (or ""aborted"") since Roe vs Wade in 1973. Recently the Supreme Court overturned Roe vs Wade which, despite the left screaming about it, did NOT make abortion illegal, it made it an issue for the individual states to decide, which is the way the Constitution initially set up America. Thus, if you want to sacrifice the baby in your womb (abortion) you can easily have it done in many states like Massachusetts, California and New York, which ironically enough of 3 of the states with the stiffes antigun law",Republican
05/08/2024 6:55,05/08/2024 7:02,IP Address,172.56.76.229,100,401,TRUE,05/08/2024 7:02,R_5FEXm0H4LxmTkNr,,,,,28.5156,-81.3574,anonymous,EN,I consent to my participation in the study,660f2f1d7bd9c9651206d43c,91.368,91.368,117.578,1,The difference between the house of representatives and the senate,,,,,,5.294,165.332,265.77,4,"Personally I'm pro choice. It's my body and no one is going to tell me what to do with it. If a woman is sexually assaulted she should have the right to decide whether she keeps the baby or not. Also, there are many medical issues that put the lives of women and their only option is to get an abortion in order to live. Abortion should be legal always because its not just about religion or politics, it's about a woman's right to choose. ",Democract
05/08/2024 6:46,05/08/2024 7:02,IP Address,66.220.109.119,100,955,TRUE,05/08/2024 7:02,R_1jxyShTDX83iaqZ,,,,,44.0185,-121.2984,anonymous,EN,I consent to my participation in the study,5b133bba30d562000155dc2e,5.609,287.196,306.184,13,"This was an informational video about Congress, how it works, and how difficult it is for bills to get passed.",,,,,,1.953,608.969,614.544,44,"The Supreme Court overturning Roe vs. Wade gave the power back to the states to decide their own abortion laws. I believe abortions should be allowed early in the pregnancy, especially before the second trimester. I also believe that abortions should be allowed in cases of incest, cases of rape, or cases where the mother's life is at risk. I do not think that late term abortions should be allowed, especially when the child is fully formed, because it is murder at that point. ",Republican
05/08/2024 6:48,05/08/2024 7:02,IP Address,216.147.122.98,100,854,TRUE,05/08/2024 7:02,R_5thdwZYuYk5ywpj,,,,,39.7388,-104.9868,anonymous,EN,I consent to my participation in the study,6105b1b285e91680458bd341,94.724,197.841,201.428,5,Why Congress sometimes doesn't seem to be getting anything done.,,,,,,1.276,526.162,628.731,7,"I think that abortion is a medical procedure and should be legal in most cases at a Federal level. It should be a decision for the woman and her healthcare providers. Although it would be preferable that it's not needed to terminate an unwanted pregnancy, it should still be an option that is a personal decision of the woman. Women should have safe access to medical procedures and professional care. I can understand the opposing side that it is considered ending a potential life, so that is what makes the issue so complicated. Lawyers could argue that if abortion is allowed and government should have no say in moral issues, then it might affect laws against murder of people. I still think that it's different when it comes to an unborn fetus. Of course, someone shouldn't wait until almost to",Independent
05/08/2024 6:53,05/08/2024 7:02,IP Address,24.173.173.58,100,570,TRUE,05/08/2024 7:02,R_3Gm0BswW2xcJlGF,,,,,28.5464,-81.2585,anonymous,EN,I consent to my participation in the study,60778adf13e3a5f0d0f655db,,,,,,128.048,325.868,330.874,5,"Video focused on people who create content that causes hate fear and division, so don't be a victim",3.143,178.626,224.196,3,Abortion and any female procedure is up to a women not the government. Women should have complete control of their reproductive rights.  I personally don't think I could have an abortion but it is an individual's decision.  The government should not intervene.  There are many life saving procedures that are part of this broad banning that can threaten the life of a mother,Democract
05/08/2024 6:55,05/08/2024 7:02,IP Address,97.146.112.32,100,428,TRUE,05/08/2024 7:02,R_1P6C7rslomTdOAx,,,,,36.8848,-76.1472,anonymous,EN,I consent to my participation in the study,65d8e05d69d000ff2daaddad,,,,,,93.874,132.41,145.88,2,Being aware of manipulation by a particular side to cause visceral emotions in order to divide the population,2.826,70.957,253.202,3,"Many people view abortion as something that some women use to end a pregnancy just for the sake of ending a pregnancy for what is perceived as selfish reasons. But more often a woman may become ill or sustain organ damage that is permanent due to the state of her pregnancy if the pregnancy is not ended. Sometimes women don't find out they're pregnant until many weeks into their pregnancy, and under some state laws this would be past the time where an abortion could be obtained. I think we need a uniform system of access to healthcare for all people, including pregnant women. This should not differ from state to state. It should never be illegal to travel for any reason. Therefore abortion must be legal for all. ",Independent
05/08/2024 6:58,05/08/2024 7:02,IP Address,47.201.99.55,100,254,TRUE,05/08/2024 7:02,R_3TkZlTez0uq66lP,,,,,28.2284,-82.2043,anonymous,EN,I consent to my participation in the study,669320866ece227817537176,,,,,,15.084,15.084,96.994,1,"This video brings attention to polarization into society; focusing on ""the hate pushers,"" the division that hate can divide us all. ",1.961,1.961,126.263,1,"I am a firm believer in pro choice. I had two daughters that were having miscarriages but their bodies wouldn't expel the baby. Even though there were not any heartbeats, they both tried to see if the baby would pass at home. The babies wouldn't so then they had to get an ""abortion"" or d&c so that they didn't become septic. I had no idea that was also called an abortion as it was done to save their lives, rather than be elective. That is when my views changed about women being able to have abortions. ",Democract
05/08/2024 6:56,05/08/2024 7:02,IP Address,71.60.39.100,100,377,TRUE,05/08/2024 7:02,R_6D6jY4VBkyuYvKC,,,,,40.3775,-79.9613,anonymous,EN,I consent to my participation in the study,65e9b627677d2452e3c72b89,2.37,124.437,127.645,7,It is about how Congress passes bills.,,,,,,12.045,12.045,208.746,1,"Abortion should be illegal in all cases.  This is consistent with the Word of God.  He considers abortion to be murder.  Life begins at conception.  Those who push abortion prioritize the life of the mother over the life of the ""unborn"".  Those who participate in this practice must repent of it if they want a chance to reach Heaven.  Many don't believe in God and Satan and Heaven and Hell.  They will be in for a rude surprise if they do not repent of their sins and false beliefs.",Republican
05/08/2024 6:35,05/08/2024 7:03,IP Address,74.192.7.83,100,1635,TRUE,05/08/2024 7:03,R_1V9AK8imtH972Ct,,,,,35.0987,-77.1045,anonymous,EN,I consent to my participation in the study,63d7f3f795d4674597d533a1,,,,,,654.187,748.124,782.498,3,It discussed political differences between people and how hate pushers try to manipulate us.,9.304,9.304,306.427,1,"Abortion is a touchy and difficult subject,  It involves the rights of women to control their bodies vs the rights of unborn children.  Many women feel that it is an innate right for them to have an abortion if they choose.  Others feel that abortion is the murder of a baby.  It is difficult to come to an acceptable medium between these parties.   My personal opinion is that abortion should only be allowed in very specific situations, such as severe fetal defects or imminent danger to the woman's life.  A normal healthy pregnancy should be allowed to continue to birth.   Their are many potential childless people who would be very happy to adopt an infant.",Republican
05/08/2024 6:52,05/08/2024 7:03,IP Address,206.251.200.203,100,662,TRUE,05/08/2024 7:03,R_1RDeujItqxIVh1T,,,,,40.0414,-84.2023,anonymous,EN,I consent to my participation in the study,66718d62dbfa3d0df3d19c65,0,0,149.486,0,The video talk about the congress,,,,,,30.265,120.503,126.617,9,"Abortion is a complex and deeply personal issue with significant ethical, legal, and societal implications.
 In the U.S., the legal status of abortion has fluctuated over time, notably with the overturning of Roe v. Wade in 2022 by the Supreme Court, which returned the authority to regulate abortion to individual states. 
This has led to a patchwork of laws, with some states enacting strict bans and others expanding access. The debate often centers around balancing a woman's right to make decisions about her body with ethical considerations about fetal development. 
The varying state laws reflect diverse opinions and values across the country.",Republican
05/08/2024 6:54,05/08/2024 7:03,IP Address,212.116.254.145,100,538,TRUE,05/08/2024 7:03,R_5rUHcA7qyv0YEZ1,,,,,39.0469,-77.4903,anonymous,EN,I consent to my participation in the study,6691552bc466d04e0d83d2cc,,,,,,104.293,104.293,247.914,1,the video was about not letting our political views bring war between ourselves we should rather dwell on our similarities.,8.714,168.536,222.678,12,"Abortion is a complex and deeply personal issue with significant legal, ethical, and emotional dimensions. In the U.S., the legal status of abortion has fluctuated over time and remains a highly contentious subject. The discussion about abortion is deeply rooted in questions of individual autonomy, public policy, and ethical beliefs. The evolving legal status underscores the importance of ongoing dialogue and consideration of diverse perspectives in shaping laws and policies that affect people’s lives.",Republican
05/08/2024 6:58,05/08/2024 7:03,IP Address,64.99.144.113,100,283,TRUE,05/08/2024 7:03,R_6Q9HsLLbo45FjEi,,,,,35.9825,-78.5376,anonymous,EN,I consent to my participation in the study,665f1309c64c2a4f4ea7bb91,85.543,85.543,95.394,1,It's about how Congress works ,,,,,,1.231,164.081,166.813,3,"I believe abortion should be illegal at all times. The only time it should be considered is when the life of the mother is in serious risk, but even then, everything should be done to try to save the lives of both the baby and the mother. Other than that, there is never, never a permissible reason to have an abortion, including rape, incest, or disabilities. An ultrasound as early as 8 weeks will show a living, moving baby with its own developed heart and heartbeat. Abortion is murder, and I will fight against the legalization of abortion until the day that I die. In America, abortion has been turned back over to the states to decide, as is in line with the constitution. This means that states can choose for themselves whether or not to legalize abortion. Each state is different. ",Republican
05/08/2024 6:49,05/08/2024 7:03,IP Address,24.239.68.129,100,837,TRUE,05/08/2024 7:03,R_6BML9IOmmi0rWhz,,,,,39.6814,-76.1584,anonymous,EN,I consent to my participation in the study,66a54e9335afdcadb51589d9,5.036,149.874,234.847,22,How congress and the house of representatives vote on a bill which ends in the president midst likely the one to make the final decisions.,,,,,,5.878,476.901,516.201,16,"As a women coming from a household with a then 13 year old sister who had become pregnant. I understand why my patents made the choice for her to terminate the pregnancy. She was a child herself.  Also, in my opinion being a victim to child molestation from a brother when I was 8. Their are certain circumstances that I believe that other decisions are warranted. Rape,insestor medically dangerous, etc this should be the woman's choice.  I don't believe I could ever carry a child without having animosity toward it coming from a trauma. I also don't believe in aborting after a heart beat is known. ",Independent
05/08/2024 6:53,05/08/2024 7:03,IP Address,169.239.205.249,100,613,TRUE,05/08/2024 7:03,R_8Wvw7cTlGTHBmW2,,,,,37.751,-97.822,anonymous,EN,I consent to my participation in the study,639c68bc52c767567d9cee5b,163.235,378.833,391.906,15,The video is about congress which comprise of the senate and the house of representatives which is basically; Democrat and republican which turn to delay the progress of the congress.,,,,,,9.922,161.639,165.545,3,"Abortion is a deeply divisive and complex issue in the United States, touching on ethical, moral, religious, and legal considerations. The legal status of abortion has been shaped by landmark Supreme Court decisions, most notably Roe v. Wade in 1973, which recognized a woman's constitutional right to choose an abortion, and Dobbs v. Jackson Women's Health Organization in 2022, which overturned Roe, returning the power to regulate abortion to individual states. ",Democract
05/08/2024 6:59,05/08/2024 7:03,IP Address,108.36.64.69,100,250,TRUE,05/08/2024 7:03,R_1FffL6atisKitze,,,,,39.6089,-75.6749,anonymous,EN,I consent to my participation in the study,66afd521f4de97c4bdd2b9f9,,,,,,8.046,86.378,94.072,10,The effects of polarization on a society and people who may harness it and some of their methods. ,1.138,134.946,136.733,11,My views on abortion come down to this. It should be used as a LAST resort method. We shouldn't be encouraging it or making it easier. I also empathize with the last people in the world that I like to empathize with and that is religious people. They are taxed to fund abortion clinics so they are funding something they are ideology and morally against. That's not right. ,Republican
05/08/2024 6:59,05/08/2024 7:03,IP Address,172.56.28.143,100,249,TRUE,05/08/2024 7:03,R_1fL2OYugGmtzBXX,,,,,39.9843,-75.2266,anonymous,EN,I consent to my participation in the study,5dcf7b49523df00ae9c4e07e,1.501,7.482,94.289,4,This video explains what Congress is and its function,,,,,,2.271,68.245,84.185,4,I think abortion should be legal for the most part. I think now that we have outlawed abolition it will be difficult o bring it back. I think we have created a system where the Supreme Court can make something illegal and then it is hard to get Congress to bring it back or change it. I think abortionneeds to be legal because there are already too many unwanted babies in the world.,Independent
05/08/2024 6:59,05/08/2024 7:03,IP Address,45.194.102.145,100,275,TRUE,05/08/2024 7:03,R_6BVmHMMDLX3f8j7,,,,,40.7123,-74.0068,anonymous,EN,I consent to my participation in the study,669baad89d32399f8cbc9596,32.626,49.054,105.699,2,the video was about congress,,,,,,3.106,61.971,64.954,6,"Abortion is a deeply complex and contentious issue, with strong opinions on all sides. In the USA, the legal status of abortion has evolved significantly, influenced by political, ethical, and social factors. The landmark 1973 Supreme Court decision in *Roe v. Wade* established a woman's right to choose an abortion, but this was overturned by *Dobbs v. Jackson Women's Health Organization* in 2022, which shifted regulatory power to individual states. As a result, the legality and accessibility of abortion now vary widely across the country, reflecting a diverse range of views and experiences.",Republican
05/08/2024 6:59,05/08/2024 7:03,IP Address,172.1.65.34,100,233,TRUE,05/08/2024 7:03,R_38Yfq4BIYriFoDn,,,,,37.4912,-120.8559,anonymous,EN,I consent to my participation in the study,5eced9328405902eef967571,42.14,42.14,92.156,1,It was about the US Congress.,,,,,,1.955,65.094,121.148,2,"I don't really have strong feelings one way or the other. I do feel that life starts at conception and that in most cases there should not be an abortion. There are exceptions to the rule though like if the Mothers life was in danger. I do know that I'm not a woman and it is hard for me to tell a woman what she can and can't do for her own body. She isn't just caring for herself though, there is a second life she is responsible for while she is pregnant.",Independent
05/08/2024 6:57,05/08/2024 7:03,IP Address,173.218.91.104,100,371,TRUE,05/08/2024 7:03,R_6rcQXDqRvzg8EWt,,,,,37.0142,-93.1986,anonymous,EN,I consent to my participation in the study,66524aa2a82e242800be156b,,,,,,1.312,150.445,150.884,7,RIGHT AND LEFT WING PEOPLE NEED TO COME TOGETHER AND QUIT LETTING THE HATE PUSHERS DIVIDE US,0.879,78.601,200.125,7,"I AM EXTREMELY AGAINST ABORTION. NORMALLY WHEN SOMEONE HAS SEX WITH A PERSON THEY USE PROTECTION, THEY DO IT BECAUSE THEY DONT WANT TO GET AN STD OR SOMETHING, BUT INSTEAD THEY ARE GETTING PREGNANT AND GETTING AN ABORTION. THEY WERE RESPONSIBLE ENOUGH TO HAVE SEX THEN THEY CAN BE RESPONSIBLE ENOUGH TO TAKE CARE OF SAID CHILD OR GIVE SAID CHILD UP FOR ADOPTION. I THINK PEOPLE SHOULD ONLY BE ABLR KTO GET ABORTIONS IF THERE IS A MEDICAL EMERGENCY AS IN A RAPE OR AN ECTOPIC, OR IF THEY BABY WILL NEVER MAKE IT TO TERM DUE TO AN ILLNESS. ABORTION SHOULD BE ILLEGAL.",Republican
05/08/2024 6:54,05/08/2024 7:03,IP Address,71.73.96.250,100,569,TRUE,05/08/2024 7:03,R_7CjSst0KKKRvyZH,,,,,40.9666,-81.4185,anonymous,EN,I consent to my participation in the study,65df9d5343e99a2a5c605481,,,,,,117.227,221.322,224.686,2,"There are people and groups that want to sow discord and divisiveness amongst us using social media as a tool to do so, and we should focus more on things we have in common than letting the discord divide us further. ",1.138,303.601,306.972,7,"I believe that abortion should be completely legal, with no restrictions, in the United States. Women should have complete control over their own bodies and be able to make the decision to have or not have an abortion for themselves, regardless of the circumstances surrounding it. The only restrictions would be the same for any medical procedure- if someone is not mentally capable to make that decision then a guardian or whomever is legally in charge of them should make the decision, but taking into account as much of what the disabled individual wants for themselves as well.   ",Independent
05/08/2024 6:58,05/08/2024 7:03,IP Address,45.131.193.199,100,305,TRUE,05/08/2024 7:03,R_7zZ7OAB5LkMO58k,,,,,25.7689,-80.1946,anonymous,EN,I consent to my participation in the study,615e244fa6470a087b963887,90.933,90.933,103.484,1,A basic introduction to Congress using animations.,,,,,,2.13,120.36,161.497,5,"A woman should be able to choose whether she wants to have an abortion or not, no matter the circumstances. I was appalled at the overturn of Roe v. Wade, because abortions will continue, legal or not, safe or not, and no one on the anti-abortion side is interested in taking care of the children once they are no longer fetuses in the womb. I personally don't know if I'd ever have an abortion, but it would be my choice and I don't want to decide what another woman should do, that's the whole point. ",Independent
05/08/2024 6:55,05/08/2024 7:04,IP Address,75.143.121.219,100,516,TRUE,05/08/2024 7:04,R_7fdGxn2CbA3XhRa,,,,,33.2937,-86.7672,anonymous,EN,I consent to my participation in the study,627ebc31883c7dd7c2220c7e,,,,,,3.442,95.037,113.771,3,Polarization in politics is negative and a result of manipulation.,1.649,345.265,382.955,3,"Because I'm not sexually active and don't plan to be, I feel like I don't really have the right to have an opinion on abortion because it's not something I would have to deal with. I can kind of understand both sides of the issue. I understand the view that a fetus, because it has the potential to be a baby, should have the rights of a human being, but the mother should also have those rights. If I had to choose, I think that abortion should be legal. If someone has a good enough reason to want an abortion that they are willing to do anything to procure it, they will find a way to do so. I don't think it is right to force women into a position where they would have to risk their health to have an abortion. Different methods have been used for hundreds of years, so it's not a modern issue.",Independent
05/08/2024 6:55,05/08/2024 7:04,IP Address,68.32.208.63,100,542,TRUE,05/08/2024 7:04,R_6EaeETo71uSXZ8T,,,,,42.4095,-82.947,anonymous,EN,I consent to my participation in the study,663a5c3c9ca80f412652721d,,,,,,88.785,90.601,174.689,2,How people who may have different viewpoints on matters are further pushed apart by an agenda that wants division between people; to the point where people with opposing opinions may hate each other. ,2.643,227.743,319.957,3,"I agree that abortion should be legal in most cases and available to women who choose to get one. While I believe that abortion is a not always a good choice, I don't believe in standing in the way of a woman making a choice that involves her own body. Abortion should be 100% available to those who experienced the traumatic events of going through things such as rape, incest. As for women who get abortions due to accidental pregnancies from consensual sex, I feel divided on the matter. Having one abortion is one thing, but to get multiple abortions from having careless sex - abortion shouldn't be used as a form of 'birth control'. Women need to take more precautions when engaging in sexual activities. But in the end, a woman has the right to choose. May not be the best choice but it's hers",Independent
05/08/2024 6:55,05/08/2024 7:04,IP Address,96.37.127.13,100,550,TRUE,05/08/2024 7:04,R_6BmrybvSlHI0dDa,,,,,44.6615,-90.179,anonymous,EN,I consent to my participation in the study,668321718205177075b07f40,,,,,,4.458,97.108,191.932,2,Online hate and people being trolled with disinformation which is all too common these days. You'll see it on just about every social medial platform and on networks like fox news that are pushing false information which is further dividing society. It's about what we should actually focus on which is unity even if we disagree on various subjects. ,3.966,3.966,237.124,1,Right now women's reproductive rights are actually being used as a political weapon rather than putting the best interest of the women in mind. There is no way the government should be able to regulate health care decisions that should be made by women. The fact that an election could be decided by this issue is just totally out of line and hopefully we as a country will see this is wrong and is actually just a smoke screen for what is really going on in this country. Issues like project 2025 where this is being pushed are a direct threat to democracy and are largely being ignored. The ignorance surrounding a woman's right to choose in the even of incest or race are just dangerous and take away a woman's choice especially in the event of a dangerous or life threatening pregnancy. I don't k,Democract
05/08/2024 7:01,05/08/2024 7:04,IP Address,104.56.148.188,100,204,TRUE,05/08/2024 7:04,R_6UXgpA6tV3TGJCP,,,,,32.797,-80.003,anonymous,EN,I consent to my participation in the study,653944d5666e3fa2e4756124,,,,,,9.667,89.5,91.406,4,This video is about how both sides of democracy has been polarized against each other and how some people take advantage of it.,4.421,64.839,100.09,2,"it is absolutely depressing that abortion is slowing becoming illegal and most states. Every child baring person should be capable to easily access an abortion if requested and needed for. Without the possibility of an abortion, so many more dangerous things can occur from this. Without the capability of having one, my partner could have died otherwise.",Democract
05/08/2024 6:50,05/08/2024 7:05,IP Address,174.202.229.217,100,875,TRUE,05/08/2024 7:05,R_6PUdPWhnyfyKhXI,,,,,29.7953,-95.4968,anonymous,EN,I consent to my participation in the study,667111962c19658f3f46a551,,,,,,409.225,483.563,494.25,3,It was about enlightenment of political views that motivate hate between opposition party supporters about their differences,1.511,170.372,197.69,10,"Abortion is a deeply contentious issue, and views on it are often shaped by personal, moral, and ethical beliefs. Many people who oppose abortion believe it is morally wrong and argue that life begins at conception. They often feel that every fetus has a right to life and see abortion as taking an innocent life. And they may believe that there are better alternatives, such as adoption, and that support should be given to expectant mothers to carry pregnancies to term.",Republican
05/08/2024 6:54,05/08/2024 7:05,IP Address,24.211.68.194,100,657,TRUE,05/08/2024 7:05,R_778qI2uK0Syyx2h,,,,,34.1847,-79.7704,anonymous,EN,I consent to my participation in the study,66a2eda233000baf8ddba8a4,6.661,106.488,138.401,16,Congress and what it is. ,,,,,,11.677,471.256,477.172,37,I believe people should not be allowed to give multiple abortions. After the first one it should be a grace given and help with birth control. If they still get pregnant after given the birth control then legal needs to get involved somehow to make sure it doesn't keep happening. Being put to jail for a while and each time after more and more time in prison. I feel it needs to be taken more seriously and put in the works of making it a big deal to kill an unborn baby in your stomach. It is a big deal and to show people it is more consequences from it will make people are aware and cautious. Less abortions will be needed. I am aware that more babies will be in a bad environment and unwanted parents. That's why I think adoption.. And the foster care system should be more focused on instead,Independent
05/08/2024 6:48,05/08/2024 7:05,IP Address,157.254.254.78,100,1026,TRUE,05/08/2024 7:05,R_7Gk6G1YkfZhBnGb,,,,,47.6711,-122.1253,anonymous,EN,I consent to my participation in the study,666b5817eadabfbefc40fe1b,19.984,162.983,253.377,19,"The video is explaining what congress means, and the members of the congress including their duties.",,,,,,77.359,649.322,676.916,9,"Abortion in the USA is deeply polarizing issue balancing women reproductive rights against fetal rights. Following the 2022 supreme court decision in Dobbs V Jackson, women health organization, the legality of abortion reverted to state jurisdiction leading to varied regulations. Proponents argue for bodily autonomy and access to safe medical procredures,while opponents emphasize fetal life and moral considerations. The issue encompasses ethical,religious and social economic dimensions highlighting the complexities in formulating a unified legal stance.",Democract
05/08/2024 6:59,05/08/2024 7:05,IP Address,74.133.81.198,100,359,TRUE,05/08/2024 7:05,R_5dshd49dwWALtpO,,,,,40.1516,-82.8795,anonymous,EN,I consent to my participation in the study,665cd9869a0ffe598b8b84a7,96.04,96.04,153.053,1,"The video gave a brief description of how the US system of government works, the role of the house, the senate and the president, and ultimately how the setup could result in it being difficult to get legislation passed, but that is part of the design.",,,,,,3.603,3.603,178.779,1,"I'm personally pro-choice because I feel nobody (including government) should have the right to mandate what another person does with their own body.  That said, I also personally believe abortion is immoral and should only be used in case of rape, incest or the life of the mother being in danger.  So basically, I'm pro choice but against abortion.  I'm against abortion but don't feel anyone should be compelled to carry a pregnancy to term if they don't want to.",Independent
